Title,Price,Location,Carpet Area,Status,Floor,Furnishing,Bathrooms,Balconies,Parking,Facing,Image URL,Posted
3 BHK Apartment for Sale in Chikan Ghar Kalyan,₹92 Lac,Chikan Ghar Kalyan,,Ready to Move,1 out of 4,Unfurnished,3,3,,East,,Updated 1 month ago
2 BHK Apartment for Sale in shashwat park Kalyan,₹35 Lac,shashwat park Kalyan,580 sqft,Ready to Move,4 out of 7,Unfurnished,3,1,,,,"Posted:   Jun 27, '24"
"2 BHK Apartment for Sale in Topaz CHS, Godrej Hill Kalyan",₹75 Lac,"Topaz CHS, Godrej Hill Kalyan",,Ready to Move,1 out of 8,Unfurnished,2,,,,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Updated 4 weeks ago
2 BHK Apartment for Sale in Dombivli Kalyan,₹40 Lac,Dombivli Kalyan,785 sqft,Ready to Move,4 out of 7,Furnished,2,,,South,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","Posted:   Jul 07, '24"
2 BHK Apartment for Sale in Om Residency Co op Housing Society Kalyan,₹67 Lac,g Society Kalyan,650 sqft,Ready to Move,1 out of 7,Semi-Furnished,2,3,,West,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Updated 1 month ago
2 BHK Apartment for Sale in Rambaug Kalyan,₹83 Lac,Rambaug Kalyan,700 sqft,Ready to Move,11 out of 11,Furnished,2,3,,North,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Posted:   3 months ago
2 BHK Apartment for Sale in Dombivli Kalyan,₹50 Lac,Dombivli Kalyan,,Ready to Move,5 out of 8,Semi-Furnished,2,,,,,Updated 1 month ago
2 BHK Apartment for Sale in Khadakpada Kalyan,₹70 Lac,Khadakpada Kalyan,728 sqft,Ready to Move,7 out of 7,Semi-Furnished,2,,,East,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Updated 3 weeks ago
2 BHK Apartment for Sale in Ulhasnagar Kalyan,₹28 Lac,Ulhasnagar Kalyan,799 sqft,Ready to Move,2 out of 6,Semi-Furnished,2,2,,,,Updated 4 weeks ago
2 BHK Apartment for Sale in sai dharshan apartment ot section Ulhasnagar 3 Kalyan,₹25 Lac,sai dharshan apartment ot section Ulhasnagar 3 Kalyan,1000 sqft,Ready to Move,1 out of 5,Semi-Furnished,2,2,,,,Posted:   3 months ago
"2 BHK Apartment for Sale in Khadakpada, Kalyan Kalyan",₹96 Lac,"Khadakpada, Kalyan Kalyan",,Ready to Move,6 out of 7,Unfurnished,2,,,,,Updated 4 weeks ago
2 BHK Apartment for Sale in Kalyan Murbad Road Kalyan,₹79 Lac,Kalyan Murbad Road Kalyan,744 sqft,Ready to Move,12 out of 27,Unfurnished,2,3,,,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","Posted:   Jul 02, '24"
2 BHK Apartment for Sale in Dombivli Kalyan,₹70 Lac,Dombivli Kalyan,700 sqft,Ready to Move,4 out of 7,Semi-Furnished,2,3,1 Covered,East,,"Posted:   Jul 10, '24"
2 BHK Apartment for Sale in Dombivli Kalyan,₹62 Lac,Dombivli Kalyan,584 sqft,Ready to Move,3 out of 8,Furnished,2,2,,,,Posted:   3 months ago
2 BHK Apartment for Sale in sangam complex c wing flat no 604 rambaug chikanghar near chhatri bunglow kalyan west Kalyan,₹75 Lac,g flat no 604 rambaug chikanghar near chhatri bunglow kalyan west Kalyan,750 sqft,Ready to Move,Upper Basement out of 7,Semi-Furnished,2,1,,,,Updated 3 weeks ago
2 BHK Apartment for Sale in nandivali Kalyan,₹38 Lac,nandivali Kalyan,580 sqft,Ready to Move,2 out of 5,Furnished,2,,,,,Updated 1 month ago
2 BHK Apartment for Sale in Khadakpada Kalyan,₹88 Lac,Khadakpada Kalyan,850 sqft,Ready to Move,2 out of 14,Semi-Furnished,2,,,,,Posted:   3 months ago
2 BHK Apartment for Sale in Dombivli Kalyan,₹95 Lac,Dombivli Kalyan,605 sqft,Ready to Move,4 out of 7,Unfurnished,2,2,,East,https://img.staticmb.com/mbphoto/property/cropped_images/2024/Jun/15/Photo_h300_w450/73336679_8_hatsAppImage20240615at8.24.53AM_300_450.jpeg,Posted:   3 months ago
2 BHK Apartment for Sale in Kalyan,₹97 Lac,Kalyan,1000 sqft,Ready to Move,8 out of 18,Furnished,2,1,,East,,Updated 1 month ago
2 BHK Apartment for Sale in Mohan Suburbia Kalyan,₹38 Lac,Mohan Suburbia Kalyan,620 sqft,Ready to Move,7 out of 7,Semi-Furnished,2,3,,North,https://img.staticmb.com/mbphoto/property/cropped_images/2024/Jun/29/Photo_h300_w450/73574519_6_PropertyImage865-9421753309373_300_450.jpg,"Posted:   Jun 29, '24"
"3 BHK Apartment for Sale in Suresh tower,rambaug Kalyan",₹2 Cr,"Suresh tower,rambaug Kalyan",,Ready to Move,6 out of 7,Furnished,4,,,,,Updated 1 month ago
2 BHK Apartment for Sale in Rambaug Kalyan,₹89 Lac,Rambaug Kalyan,750 sqft,Ready to Move,3 out of 6,Unfurnished,2,2,,East,,Updated 1 month ago
2 BHK Apartment for Sale in Vrindavan society Kalyan,₹38 Lac,davan society Kalyan,,Ready to Move,3 out of 4,Semi-Furnished,2,,,West,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Updated 1 month ago
2 BHK Apartment for Sale in sai leela galaxy 100 feet road kalyan east Kalyan,₹69 Lac,sai leela galaxy 100 feet road kalyan east Kalyan,730 sqft,Ready to Move,6 out of 7,Furnished,2,1,,East,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Updated 1 month ago
2 BHK Apartment for Sale in Vithalwadi Kalyan,₹60 Lac,Vithalwadi Kalyan,550 sqft,Ready to Move,3 out of 7,Furnished,2,3,,,,Posted:   3 months ago
2 BHK Apartment for Sale in Anand sagar duo Kalyan,₹1.05 Cr,Anand sagar duo Kalyan,850 sqft,Ready to Move,11 out of 14,Unfurnished,2,3,,East,,Posted:   3 months ago
2 BHK Builder Floor for Sale in Kalyan Murbad Road Kalyan,₹25 Lac,Kalyan Murbad Road Kalyan,,Ready to Move,1 out of 2,Semi-Furnished,2,,,,,Updated 1 month ago
2 BHK Apartment for Sale in Thankar Pada Kalyan,₹90 Lac,Thankar Pada Kalyan,850 sqft,Ready to Move,1 out of 3,Furnished,2,1,,North,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Posted:   3 months ago
2 BHK Apartment for Sale in Khadakpada Kalyan,₹1.03 Cr,Khadakpada Kalyan,785 sqft,Ready to Move,7 out of 19,Semi-Furnished,2,2,1 Covered,East,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Updated 1 month ago
2 BHK Apartment for Sale in Khadakpada Kalyan,₹85 Lac,Khadakpada Kalyan,729 sqft,Poss. by Dec '24,5 out of 45,Semi-Furnished,2,3,,North - East,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Updated 1 month ago
2 BHK Apartment for Sale in Kalyan Murbad Road Kalyan,₹37.5 Lac,Kalyan Murbad Road Kalyan,868 sqft,Ready to Move,2 out of 4,Unfurnished,1,1,,,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Posted:   3 months ago
2 BHK Apartment for Sale in Kalyan,₹55 Lac,Kalyan,536 sqft,Ready to Move,5 out of 8,Unfurnished,2,2,,East,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Posted:   3 months ago
3 BHK Apartment for Sale in Dombivli Kalyan,₹90 Lac,Dombivli Kalyan,860 sqft,Ready to Move,12 out of 18,Unfurnished,2,1,,,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Posted:   3 months ago
2 BHK Apartment for Sale in Z P Hills Kalyan,₹52 Lac,Z P Hills Kalyan,,Ready to Move,4 out of 7,Semi-Furnished,2,4,1 Open,East,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Posted:   3 months ago
2 BHK Apartment for Sale in Dombivli Kalyan,₹68 Lac,Dombivli Kalyan,,Ready to Move,Ground out of 19,Semi-Furnished,2,,,,,Updated 1 month ago
3 BHK Apartment for Sale in Dombivli Kalyan,₹1.40 Cr,Dombivli Kalyan,946 sqft,Ready to Move,1 out of 6,Semi-Furnished,3,1,,East,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Posted:   3 months ago
2 BHK Apartment for Sale in Amrut siddhi complex titwala east Kalyan,₹45 Lac,Amrut siddhi complex titwala east Kalyan,560 sqft,Ready to Move,13 out of 14,Semi-Furnished,2,2,,North,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Updated 4 weeks ago
2 BHK Apartment for Sale in Dombivli Kalyan,₹1.10 Cr,Dombivli Kalyan,800 sqft,Ready to Move,3 out of 9,Semi-Furnished,2,1,,,,"Posted:   Jun 24, '24"
