Title,Price,Location,Carpet Area,Status,Floor,Furnishing,Bathrooms,Balconies,Parking,Facing,Image URL,Posted
"3 BHK Apartment for Sale in Mangala Velly, Khadakpada Kalyan",₹88 Lac,"Mangala Velly, Khadakpada Kalyan",900 sqft,Ready to Move,3 out of 7,Unfurnished,3,2,,East,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Updated 1 month ago
2 BHK Apartment for Sale in Ambivali Kalyan,₹50 Lac,Ambivali Kalyan,,Ready to Move,3 out of 17,Semi-Furnished,2,,,,,Updated 1 month ago
"2 BHK Apartment for Sale in Jeen SS Pride , Chikan Ghar Kalyan",₹85 Lac,"Jeen SS Pride , Chikan Ghar Kalyan",753 sqft,Ready to Move,11 out of 13,Semi-Furnished,2,1,,East,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Posted:   3 months ago
2 BHK Apartment for Sale in Badlapur east Kalyan,₹42 Lac,Badlapur east Kalyan,1075 sqft,Ready to Move,4 out of 4,Unfurnished,2,,,,,Posted:   3 months ago
3 BHK Apartment for Sale in Krishna Regency Kalyan,₹1.15 Cr,Krishna Regency Kalyan,1200 sqft,Ready to Move,8 out of 14,Semi-Furnished,3,4,,East,,Posted:   3 months ago
2 BHK Apartment for Sale in Rambaug Kalyan,₹90 Lac,Rambaug Kalyan,,Ready to Move,,,,,,,,"Posted:   Jul 10, '24"
2 BHK Apartment for Sale in Dombivli Kalyan,₹85 Lac,Dombivli Kalyan,900 sqft,Ready to Move,3 out of 3,Semi-Furnished,2,1,1 Covered,,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Updated 3 weeks ago
"2 BHK Apartment for Sale in Vithalwadi, Kalyan Kalyan",₹80 Lac,"Vithalwadi, Kalyan Kalyan",,Ready to Move,4 out of 14,Unfurnished,2,1,,East,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Updated 1 month ago
3 BHK Apartment for Sale in Kalyan Murbad Road Kalyan,₹1.50 Cr,Kalyan Murbad Road Kalyan,,Ready to Move,11 out of 29,Furnished,3,2,,,,Posted:   3 months ago
2 BHK Apartment for Sale in Godrej Hill Kalyan,₹75 Lac,Godrej Hill Kalyan,925 sqft,Ready to Move,2 out of 9,Unfurnished,2,1,,East,https://img.staticmb.com/mbphoto/property/cropped_images/2024/Feb/25/Photo_h300_w450/71559137_1_PropertyImage309-77755189428626_300_450.jpg,Updated 1 month ago
2 BHK Apartment for Sale in rajeshwari Heights Bldg Kalyan,₹58 Lac,rajeshwari Heights Bldg Kalyan,640 sqft,Ready to Move,2 out of 7,Unfurnished,2,3,,South -West,https://img.staticmb.com/mbphoto/property/cropped_images/2024/Jun/30/Photo_h300_w450/66135621_10_PropertyImage64-30676516511835_300_450.jpg,Posted:   3 months ago
"3 BHK Apartment for Sale in Mangala Vally, Godrej Hill Kalyan",₹85 Lac,"Mangala Vally, Godrej Hill Kalyan",,Ready to Move,5 out of 7,Unfurnished,3,,,North - East,https://img.staticmb.com/mbphoto/property/cropped_images/2024/Jan/17/Photo_h300_w450/60ff9345-ed0a-4f00-919d-d8fbc70435dd_70949251_300_450.jpg,Posted:   3 months ago
3 BHK Apartment for Sale in Khadakpada Kalyan,₹1.55 Cr,Khadakpada Kalyan,1175 sqft,Ready to Move,6 out of 23,Unfurnished,3,3,,South,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Updated 4 weeks ago
2 BHK Apartment for Sale in tata amantra Kalyan,₹60 Lac,tata amantra Kalyan,610 sqft,Ready to Move,9 out of 24,Unfurnished,1,2,,,,Posted:   3 months ago
2 BHK Apartment for Sale in Khadakpada Kalyan,₹7 Lac,Khadakpada Kalyan,956 sqft,Ready to Move,4 out of 5,Semi-Furnished,2,1,,,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Updated 3 months ago
2 BHK Apartment for Sale in eknath elclavr Kalyan,₹56 Lac,eknath elclavr Kalyan,703 sqft,Ready to Move,2 out of 15,Unfurnished,2,4,,West,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Posted:   3 months ago
2 BHK Apartment for Sale in tata power Kalyan,₹55 Lac,tata power Kalyan,,Ready to Move,1 out of 5,Semi-Furnished,2,,,,,Posted:   3 months ago
3 BHK Apartment for Sale in Maatr skye Kalyan,₹1.50 Cr,Maatr skye Kalyan,,Ready to Move,9 out of 24,Unfurnished,3,,,,,Posted:   3 months ago
2 BHK Apartment for Sale in Dombivli Kalyan,₹85 Lac,Dombivli Kalyan,940 sqft,Ready to Move,4 out of 6,Semi-Furnished,2,,,,,"Posted:   Jun 23, '24"
2 BHK Apartment for Sale in hajimalang road bhal gaon Kalyan,₹19 Lac,hajimalang road bhal gaon Kalyan,45 sqft,Ready to Move,Ground out of 1,Unfurnished,1,,,West,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Posted:   3 months ago
2 BHK Apartment for Sale in 806 Nilkanth shtushti Kalyan,₹80 Lac,806 Nilkanth shtushti Kalyan,720 sqft,Ready to Move,8 out of 10,Unfurnished,2,4,,,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","Posted:   Jul 09, '24"
2 BHK Apartment for Sale in Sai satyam homes near Saint Lawrence school Aadharwadi Jail road near khadakpada kalyan wast Kalyan,₹70 Lac,t Lawrence school Aadharwadi Jail road near khadakpada kalyan wast Kalyan,,Ready to Move,13 out of 18,Furnished,2,,,,,"Posted:   Jul 08, '24"
2 BHK Apartment for Sale in Aadharwadi Kalyan,₹63 Lac,Aadharwadi Kalyan,452 sqft,Ready to Move,12 out of 24,Unfurnished,2,4,1 Covered,South - East,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Updated 1 month ago
2 BHK Apartment for Sale in Rambaug Kalyan,₹65 Lac,Rambaug Kalyan,506 sqft,Ready to Move,4 out of 7,Unfurnished,2,,,South,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Updated 2 weeks ago
2 BHK Apartment for Sale in Dombivli Kalyan,Call for Price,Dombivli Kalyan,837 sqft,Ready to Move,2 out of 12,Semi-Furnished,2,4,1 Open,South -West,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Updated 1 week ago
2 BHK Apartment for Sale in Kalyan Kalyan,Call for Price,Kalyan Kalyan,,Ready to Move,13 out of 26,,,,,,,"Posted:   Aug 27, '24"
2 BHK Apartment for Sale in Lodha palava phase II downtown Kalyan,Call for Price,Lodha palava phase II downtown Kalyan,,,,,,,,,,"Posted:   Jul 04, '24"
3 BHK Apartment for Sale in Khadakpada Kalyan,Call for Price,Khadakpada Kalyan,,Ready to Move,9 out of 15,Semi-Furnished,3,,,,,Posted:   3 months ago
2 BHK Apartment for Sale in Dombivli Kalyan,Call for Price,Dombivli Kalyan,,,,,,,,,,Posted:   3 months ago
3 BHK Apartment for Sale in Dombivli Kalyan,Call for Price,Dombivli Kalyan,,Ready to Move,17,Unfurnished,2,,,,,Updated 3 weeks ago
3 BHK Apartment for Sale in Tharwani asterdale Kalyan,Call for Price,Tharwani asterdale Kalyan,,,,,,,,,,Posted:   3 months ago
3 BHK Apartment for Sale in Dombivli Kalyan,₹79 Lac,Dombivli Kalyan,800 sqft,Poss. by Jun '26,,Unfurnished,2,1,"1 Covered,",East,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Posted:   Yesterday
2 BHK Apartment for Sale in Vithalwadi Kalyan,₹38.2 Lac,Vithalwadi Kalyan,479 sqft,Ready to Move,10 out of 16,Unfurnished,2,2,30 Covered,North,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","Posted:   Aug 24, '24"
2 BHK Apartment for Sale in Kailash Garden Kalyan,₹80 Lac,Kailash Garden Kalyan,665 sqft,Ready to Move,8 out of 16,Unfurnished,2,3,,East,,"Posted:   Aug 28, '24"
2 BHK Apartment for Sale in Rambaug Kalyan,₹79 Lac,Rambaug Kalyan,585 sqft,Ready to Move,2 out of 7,Semi-Furnished,2,1,"1 Covered,",,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Updated 1 month ago
2 BHK Apartment for Sale in Om Rohan chs Kalyan,₹75 Lac,Om Rohan chs Kalyan,,Ready to Move,2 out of 5,Semi-Furnished,2,,,,,Updated 1 month ago
3 BHK Apartment for Sale in Dombivli Kalyan,₹1.20 Cr,Dombivli Kalyan,967 sqft,Ready to Move,7 out of 20,Furnished,2,4,,,,Updated 3 months ago
2 BHK Apartment for Sale in Sunder Nagar Co-operative Housing Society Kalyan,₹93.3 Lac,g Society Kalyan,,Ready to Move,4 out of 7,Furnished,3,,,,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","Posted:   Jun 21, '24"
"2 BHK Apartment for Sale in Indraprasth Society, Adharwadi Kalyan",₹70 Lac,"Indraprasth Society, Adharwadi Kalyan",745 sqft,Ready to Move,1 out of 8,Semi-Furnished,2,1,1 Open,,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+",Posted:   3 months ago
2 BHK Apartment for Sale in Godrej Hill Kalyan,₹75 Lac,Godrej Hill Kalyan,,Ready to Move,1 out of 8,Unfurnished,2,,,East,,Updated 1 month ago
"2 BHK Apartment for Sale in Khadakpada, Kalyan Kalyan",₹96 Lac,"Khadakpada, Kalyan Kalyan",,Ready to Move,6 out of 7,Unfurnished,2,,,,https://img.staticmb.com/mbphoto/property/cropped_images/2024/Aug/17/Photo_h300_w450/74396535_1_1000328059_300_450.jpg,Updated 4 weeks ago
2 BHK Apartment for Sale in B Kalyan,Call for Price,B Kalyan,,Ready to Move,,,,,146 Covered,,https://img.staticmb.com/mbphoto/property/cropped_images/2024/Aug/28/Photo_h300_w450/74569307_1_oiom1_300_450.jpg,Updated 2 weeks ago
